method,w,clf,acc,f1,ARI,silhouette
combo+r-slic,0.5,RandomForest,0.6383333333333334,0.6295558328599679,0.1402299294933466,0.11431019530930114
combo+r-slic,0.5,SVM,0.6733333333333335,0.6692509801691839,0.1402299294933466,0.11431019530930114
gnat+r-slic,0.5,LogReg,0.6383333333333333,0.6318895589435269,0.14243247881594304,0.11654330145523403
gnat+r-slic,0.5,RandomForest,0.6416666666666666,0.633363340872763,0.14243247881594304,0.11654330145523403
gnat+r-slic,0.5,SVM,0.6733333333333335,0.6668851725724678,0.14243247881594304,0.11654330145523403
combo+r-slic,0.75,LogReg,0.63,0.6258196640187533,0.12705448380896858,0.0708851761641927
combo+r-slic,0.75,RandomForest,0.6383333333333334,0.6295558328599679,0.12705448380896858,0.0708851761641927
combo+r-slic,0.75,SVM,0.6383333333333333,0.6343038426292046,0.12705448380896858,0.0708851761641927
gnat+r-slic,0.75,LogReg,0.6316666666666666,0.6263215726902381,0.12204195495605363,0.06709191040633167
gnat+r-slic,0.75,RandomForest,0.6416666666666666,0.633363340872763,0.12204195495605363,0.06709191040633167
gnat+r-slic,0.75,SVM,0.66,0.6524636938178621,0.12204195495605363,0.06709191040633167
combo+r-slic,1.0,LogReg,0.595,0.5913602155743979,0.05806613111781195,0.07036573662896939
combo+r-slic,1.0,RandomForest,0.5866666666666667,0.5830891084199484,0.05806613111781195,0.07036573662896939
combo+r-slic,1.0,SVM,0.6083333333333333,0.6056688365847489,0.05806613111781195,0.07036573662896939
gnat+r-slic,1.0,LogReg,0.5783333333333334,0.5760225982701793,0.1257765029884622,0.06324920639225565
gnat+r-slic,1.0,RandomForest,0.6316666666666666,0.6265638746492067,0.1257765029884622,0.06324920639225565
gnat+r-slic,1.0,SVM,0.6233333333333333,0.6185712852050577,0.1257765029884622,0.06324920639225565
hyb+r-slic,0.0,LogReg,0.6833333333333333,0.6827652746718177,0.019461722732367022,0.05164531133674641
hyb+r-slic,0.0,RandomForest,0.6866666666666668,0.6820630781539021,0.019461722732367022,0.05164531133674641
hyb+r-slic,0.0,SVM,0.725,0.7252955546627293,0.019461722732367022,0.05164531133674641
hyb+r-slic,0.25,LogReg,0.7266666666666668,0.7245270989343062,0.02177201577728825,0.04667918389650185
hyb+r-slic,0.25,RandomForest,0.6933333333333332,0.687859394371704,0.02177201577728825,0.04667918389650185
hyb+r-slic,0.25,SVM,0.74,0.7391328650721924,0.02177201577728825,0.04667918389650185
hyb+r-slic,0.5,LogReg,0.7283333333333334,0.7262973763762621,0.0898499180881408,0.036926871160774796
hyb+r-slic,0.5,RandomForest,0.6933333333333332,0.687859394371704,0.0898499180881408,0.036926871160774796
hyb+r-slic,0.5,SVM,0.7533333333333333,0.7520663880408038,0.0898499180881408,0.036926871160774796
hyb+r-slic,0.75,LogReg,0.65,0.6482734239054448,0.05800004815918946,0.0632575814232935
hyb+r-slic,0.75,RandomForest,0.6933333333333332,0.687859394371704,0.05800004815918946,0.0632575814232935
hyb+r-slic,0.75,SVM,0.6683333333333333,0.6672483020783465,0.05800004815918946,0.0632575814232935
hyb+r-slic,1.0,LogReg,0.595,0.5913602155743979,0.05806613111781195,0.07036573662896939
hyb+r-slic,1.0,RandomForest,0.575,0.57292725578061,0.05806613111781195,0.07036573662896939
hyb+r-slic,1.0,SVM,0.6083333333333333,0.6056688365847489,0.05806613111781195,0.07036573662896939
n2vflat-slictex,nan,LogReg,0.5133333333333333,0.5082904624292863,0.07613077164011543,0.05579682375930448
n2vflat-slictex,nan,RandomForest,0.5716666666666665,0.5622086778736661,0.07613077164011543,0.05579682375930448
n2vflat-slictex,nan,SVM,0.5333333333333334,0.5231449993589656,0.07613077164011543,0.05579682375930448
n2v-slictex,0.0,LogReg,0.575,0.5625405926493247,0.1311755976126575,0.3901527321887738
n2v-slictex,0.0,RandomForest,0.5783333333333334,0.5714900222861237,0.1311755976126575,0.3901527321887738
n2v-slictex,0.0,SVM,0.575,0.5638736657363832,0.1311755976126575,0.3901527321887738
n2v-slictex,0.25,LogReg,0.5716666666666667,0.5558719759429482,0.13176806921921874,0.33060193397904886
n2v-slictex,0.25,RandomForest,0.5683333333333334,0.5568408615589019,0.13176806921921874,0.33060193397904886
n2v-slictex,0.25,SVM,0.5816666666666668,0.5703317747957628,0.13176806921921874,0.33060193397904886
n2v-slictex,0.5,LogReg,0.54,0.5252211513294168,0.130621666946856,0.1707418084436668
n2v-slictex,0.5,RandomForest,0.57,0.558796948184275,0.130621666946856,0.1707418084436668
n2v-slictex,0.5,SVM,0.5633333333333334,0.5500214226805372,0.130621666946856,0.1707418084436668
n2v-slictex,0.75,LogReg,0.5166666666666666,0.5005588712149845,0.05364956184834181,0.05723649742836512
n2v-slictex,0.75,RandomForest,0.5683333333333334,0.5570767765289917,0.05364956184834181,0.05723649742836512
n2v-slictex,0.75,SVM,0.5416666666666667,0.528619572344689,0.05364956184834181,0.05723649742836512
n2v-slictex,1.0,LogReg,0.4133333333333334,0.40258602643498714,0.026876665350027095,0.053171619629776526
n2v-slictex,1.0,RandomForest,0.43999999999999995,0.43450176963772746,0.026876665350027095,0.053171619629776526
n2v-slictex,1.0,SVM,0.40499999999999997,0.39555485271596563,0.026876665350027095,0.053171619629776526
wl-slictex,nan,LogReg,0.5900000000000001,0.5862729583058338,0.020496813417384692,0.018181151316051514
wl-slictex,nan,RandomForest,0.6016666666666667,0.5984708406780987,0.020496813417384692,0.018181151316051514
wl-slictex,nan,SVM,0.5883333333333333,0.5843762437478681,0.020496813417384692,0.018181151316051514
g2v-slictex,nan,LogReg,0.5716666666666667,0.5688861011625567,0.0365330420134749,0.05800691217246152
g2v-slictex,nan,RandomForest,0.5633333333333332,0.5588042335148293,0.0365330420134749,0.05800691217246152
g2v-slictex,nan,SVM,0.6016666666666668,0.5992003523998525,0.0365330420134749,0.05800691217246152
topo-slictex,nan,LogReg,0.5399999999999999,0.5336144319696728,0.04353716597236536,0.19704935445344457
topo-slictex,nan,RandomForest,0.5116666666666667,0.5037171851827017,0.04353716597236536,0.19704935445344457
topo-slictex,nan,SVM,0.5416666666666667,0.5326902159804783,0.04353716597236536,0.19704935445344457
combo-slictex,0.0,LogReg,0.575,0.5625405926493247,0.1311755976126575,0.39015273220471147
combo-slictex,0.0,RandomForest,0.5683333333333334,0.5607731745454543,0.1311755976126575,0.39015273220471147
combo-slictex,0.0,SVM,0.575,0.5638736657363832,0.1311755976126575,0.39015273220471147
combo-slictex,0.25,LogReg,0.5916666666666667,0.5822229296452682,0.13344514307839742,0.33484229048048164
combo-slictex,0.25,RandomForest,0.6083333333333333,0.5988633366797302,0.13344514307839742,0.33484229048048164
combo-slictex,0.25,SVM,0.5916666666666667,0.5832170903944321,0.13344514307839742,0.33484229048048164
combo-slictex,0.5,LogReg,0.6083333333333333,0.6008909283199075,0.13862621957770604,0.18423470805529835
combo-slictex,0.5,RandomForest,0.6083333333333333,0.5988633366797302,0.13862621957770604,0.18423470805529835
combo-slictex,0.5,SVM,0.5999999999999999,0.5923588696019334,0.13862621957770604,0.18423470805529835
combo-slictex,0.75,LogReg,0.6133333333333333,0.6080270550416329,0.119426246370387,0.07454090953921738
combo-slictex,0.75,RandomForest,0.6066666666666667,0.5971966700130636,0.119426246370387,0.07454090953921738
combo-slictex,0.75,SVM,0.6183333333333334,0.6124421403616995,0.119426246370387,0.07454090953921738
combo-slictex,1.0,LogReg,0.6083333333333333,0.6049817583240735,0.0428899529903062,0.06079712703012182
combo-slictex,1.0,RandomForest,0.5683333333333332,0.5636304993464457,0.0428899529903062,0.06079712703012182
combo-slictex,1.0,SVM,0.6000000000000001,0.5982295573809238,0.0428899529903062,0.06079712703012182
gnat-slictex,0.0,LogReg,0.575,0.5625405926493247,0.1311755976126575,0.39015273220471147
gnat-slictex,0.0,RandomForest,0.57,0.5606958374305604,0.1311755976126575,0.39015273220471147
gnat-slictex,0.0,SVM,0.575,0.5638736657363832,0.1311755976126575,0.39015273220471147
gnat-slictex,0.25,LogReg,0.615,0.6068965591230872,0.13176806921921874,0.33499197946582115
gnat-slictex,0.25,RandomForest,0.625,0.6182732503709464,0.13176806921921874,0.33499197946582115
gnat-slictex,0.25,SVM,0.5883333333333334,0.5794867668388034,0.13176806921921874,0.33499197946582115
gnat-slictex,0.5,LogReg,0.6216666666666667,0.6147156062158913,0.13835627118512028,0.1849079324560344
gnat-slictex,0.5,RandomForest,0.625,0.6182732503709464,0.13835627118512028,0.1849079324560344
gnat-slictex,0.5,SVM,0.6333333333333333,0.6261028552627265,0.13835627118512028,0.1849079324560344
gnat-slictex,0.75,LogReg,0.6233333333333333,0.6174389224509738,0.12116583275637088,0.07168334219111049
gnat-slictex,0.75,RandomForest,0.625,0.6182732503709464,0.12116583275637088,0.07168334219111049
gnat-slictex,0.75,SVM,0.6283333333333333,0.6211813933253139,0.12116583275637088,0.07168334219111049
gnat-slictex,1.0,LogReg,0.6100000000000001,0.6066007779051008,0.03750679690296497,0.05106104011997679
gnat-slictex,1.0,RandomForest,0.6116666666666667,0.6063917059938093,0.03750679690296497,0.05106104011997679
gnat-slictex,1.0,SVM,0.6083333333333334,0.6053965076602782,0.03750679690296497,0.05106104011997679
hyb-slictex,0.0,LogReg,0.6833333333333333,0.6827652746718177,0.019461722732367022,0.05164531133674641
hyb-slictex,0.0,RandomForest,0.6866666666666668,0.6820630781539021,0.019461722732367022,0.05164531133674641
hyb-slictex,0.0,SVM,0.725,0.7252955546627293,0.019461722732367022,0.05164531133674641
hyb-slictex,0.25,LogReg,0.7083333333333334,0.70661994415872,0.0230316053224813,0.04645618524683967
hyb-slictex,0.25,RandomForest,0.7033333333333334,0.6988104362012418,0.0230316053224813,0.04645618524683967
hyb-slictex,0.25,SVM,0.7333333333333333,0.7322087290288166,0.0230316053224813,0.04645618524683967
hyb-slictex,0.5,LogReg,0.7166666666666667,0.7144555357266057,0.11852448195552312,0.03166355743034313
hyb-slictex,0.5,RandomForest,0.7016666666666667,0.6972581190718585,0.11852448195552312,0.03166355743034313
hyb-slictex,0.5,SVM,0.74,0.7388404834298863,0.11852448195552312,0.03166355743034313
hyb-slictex,0.75,LogReg,0.6416666666666667,0.6389629214614991,0.048114728266744525,0.05415891080470637
hyb-slictex,0.75,RandomForest,0.7016666666666667,0.6972581190718585,0.048114728266744525,0.05415891080470637
hyb-slictex,0.75,SVM,0.65,0.6479826485217767,0.048114728266744525,0.05415891080470637
hyb-slictex,1.0,LogReg,0.6083333333333333,0.6049817583240735,0.0428899529903062,0.06079712703012182
hyb-slictex,1.0,RandomForest,0.5566666666666666,0.5515301058172832,0.0428899529903062,0.06079712703012182
hyb-slictex,1.0,SVM,0.6000000000000001,0.5982295573809238,0.0428899529903062,0.06079712703012182
combo+r-slictex,0.0,LogReg,0.615,0.6079448409527165,0.1300237268573703,0.20404032567570968
combo+r-slictex,0.0,RandomForest,0.595,0.5880132281474623,0.1300237268573703,0.20404032567570968
combo+r-slictex,0.0,SVM,0.6316666666666666,0.6242249709555553,0.1300237268573703,0.20404032567570968
gnat+r-slictex,0.0,LogReg,0.615,0.6079448409527165,0.1300237268573703,0.20404032567570965
gnat+r-slictex,0.0,RandomForest,0.595,0.5858425365444523,0.1300237268573703,0.20404032567570965
gnat+r-slictex,0.0,SVM,0.6316666666666666,0.6242249709555553,0.1300237268573703,0.20404032567570965
combo+r-slictex,0.25,LogReg,0.6300000000000001,0.6226813384271824,0.13219615939629187,0.1806657515541223
combo+r-slictex,0.25,RandomForest,0.6033333333333333,0.5923556409755675,0.13219615939629187,0.1806657515541223
combo+r-slictex,0.25,SVM,0.6450000000000001,0.6393105079079369,0.13219615939629187,0.1806657515541223
gnat+r-slictex,0.25,LogReg,0.6333333333333333,0.6254368702998534,0.126938733639454,0.18076575130810912
gnat+r-slictex,0.25,RandomForest,0.615,0.6053125028307336,0.126938733639454,0.18076575130810912
gnat+r-slictex,0.25,SVM,0.6416666666666666,0.6368502041094086,0.126938733639454,0.18076575130810912
combo+r-slictex,0.5,LogReg,0.6283333333333333,0.6210623734351026,0.1307797229292072,0.11118197403137207
combo+r-slictex,0.5,RandomForest,0.6033333333333333,0.5923556409755675,0.1307797229292072,0.11118197403137207
combo+r-slictex,0.5,SVM,0.6533333333333333,0.6488642033278947,0.1307797229292072,0.11118197403137207
gnat+r-slictex,0.5,LogReg,0.6283333333333333,0.6209893841227212,0.1489570998871178,0.11189388095628426
gnat+r-slictex,0.5,RandomForest,0.615,0.6053125028307336,0.1489570998871178,0.11189388095628426
gnat+r-slictex,0.5,SVM,0.6483333333333334,0.6439934602815388,0.1489570998871178,0.11189388095628426
combo+r-slictex,0.75,LogReg,0.6216666666666667,0.6166346709521996,0.10076606835734167,0.06301904552839424
combo+r-slictex,0.75,RandomForest,0.605,0.5944105899977802,0.10076606835734167,0.06301904552839424
combo+r-slictex,0.75,SVM,0.6366666666666667,0.6327786023949843,0.10076606835734167,0.06301904552839424
gnat+r-slictex,0.75,LogReg,0.61,0.6043840240267458,0.11758281907258508,0.058534868294254576
gnat+r-slictex,0.75,RandomForest,0.6166666666666666,0.6073041400653375,0.11758281907258508,0.058534868294254576
gnat+r-slictex,0.75,SVM,0.6399999999999999,0.6346057954691808,0.11758281907258508,0.058534868294254576
combo+r-slictex,1.0,LogReg,0.6083333333333333,0.6049817583240735,0.0428899529903062,0.06079712703012182
combo+r-slictex,1.0,RandomForest,0.5716666666666667,0.5661375320810729,0.0428899529903062,0.06079712703012182
combo+r-slictex,1.0,SVM,0.6000000000000001,0.5982295573809238,0.0428899529903062,0.06079712703012182
gnat+r-slictex,1.0,LogReg,0.6100000000000001,0.6066007779051008,0.03750679690296497,0.05106104011997679
gnat+r-slictex,1.0,RandomForest,0.6016666666666668,0.5968362757627013,0.03750679690296497,0.05106104011997679
gnat+r-slictex,1.0,SVM,0.6083333333333334,0.6053965076602782,0.03750679690296497,0.05106104011997679
hyb+r-slictex,0.0,LogReg,0.6833333333333333,0.6827652746718177,0.019461722732367022,0.05164531133674641
hyb+r-slictex,0.0,RandomForest,0.6866666666666668,0.6820630781539021,0.019461722732367022,0.05164531133674641
hyb+r-slictex,0.0,SVM,0.725,0.7252955546627293,0.019461722732367022,0.05164531133674641
hyb+r-slictex,0.25,LogReg,0.7083333333333334,0.70661994415872,0.0230316053224813,0.04645618524683967
hyb+r-slictex,0.25,RandomForest,0.7033333333333334,0.6988104362012418,0.0230316053224813,0.04645618524683967
hyb+r-slictex,0.25,SVM,0.7333333333333333,0.7322087290288166,0.0230316053224813,0.04645618524683967
hyb+r-slictex,0.5,LogReg,0.7166666666666667,0.7144555357266057,0.11852448195552312,0.03166355743034313
hyb+r-slictex,0.5,RandomForest,0.7016666666666667,0.6972581190718585,0.11852448195552312,0.03166355743034313
hyb+r-slictex,0.5,SVM,0.74,0.7388404834298863,0.11852448195552312,0.03166355743034313
hyb+r-slictex,0.75,LogReg,0.6416666666666667,0.6389629214614991,0.048114728266744525,0.05415891080470637
hyb+r-slictex,0.75,RandomForest,0.7016666666666667,0.6972581190718585,0.048114728266744525,0.05415891080470637
hyb+r-slictex,0.75,SVM,0.65,0.6479826485217767,0.048114728266744525,0.05415891080470637
hyb+r-slictex,1.0,LogReg,0.6083333333333333,0.6049817583240735,0.0428899529903062,0.06079712703012182
hyb+r-slictex,1.0,RandomForest,0.5566666666666666,0.5515301058172832,0.0428899529903062,0.06079712703012182
hyb+r-slictex,1.0,SVM,0.6000000000000001,0.5982295573809238,0.0428899529903062,0.06079712703012182
baseline-rgb,nan,LogReg,0.5183333333333333,0.5118311909116663,0.05918876936351859,0.39584948622773647
baseline-rgb,nan,RandomForest,0.49333333333333335,0.4928987881064274,0.05918876936351859,0.39584948622773647
baseline-rgb,nan,SVM,0.5450000000000002,0.5421285906472473,0.05918876936351859,0.39584948622773647
baseline-hog,nan,LogReg,0.6333333333333333,0.634127976123084,0.020868805016367134,0.050359714936092516
baseline-hog,nan,RandomForest,0.6966666666666667,0.6931703828119197,0.020868805016367134,0.050359714936092516
baseline-hog,nan,SVM,0.7333333333333334,0.7337449939152731,0.020868805016367134,0.050359714936092516
