method,w,clf,acc,f1,ARI,silhouette
combo-pixel,0.75,SVM,0.3225,0.31130376405574955,0.06529214138184632,0.029787498307262267
combo-pixel,1.0,LogReg,0.29500000000000004,0.27412768844502594,0.053909658989843116,0.02656174911555008
combo-pixel,1.0,RandomForest,0.24500000000000002,0.23219502784796903,0.053909658989843116,0.02656174911555008
combo-pixel,1.0,SVM,0.31249999999999994,0.3007805015761672,0.053909658989843116,0.02656174911555008
hyb-pixel,0.0,LogReg,0.40499999999999997,0.4021432492516084,0.078635786114431,0.03210923042539093
hyb-pixel,0.0,RandomForest,0.3625,0.3599030358373473,0.078635786114431,0.03210923042539093
hyb-pixel,0.0,SVM,0.4375,0.441208005960328,0.078635786114431,0.03210923042539093
hyb-pixel,0.25,LogReg,0.42750000000000005,0.42126492599248017,0.06912918916292245,0.02679749570349461
hyb-pixel,0.25,RandomForest,0.35750000000000004,0.34611004417129065,0.06912918916292245,0.02679749570349461
hyb-pixel,0.25,SVM,0.4525,0.45491629994719246,0.06912918916292245,0.02679749570349461
hyb-pixel,0.5,LogReg,0.47000000000000003,0.4515369730029173,0.09395982346514448,0.014000491950992929
hyb-pixel,0.5,RandomForest,0.35750000000000004,0.34611004417129065,0.09395982346514448,0.014000491950992929
hyb-pixel,0.5,SVM,0.47750000000000004,0.4648729136360715,0.09395982346514448,0.014000491950992929
hyb-pixel,0.75,LogReg,0.35500000000000004,0.3342960823251172,0.04415071636974818,0.02207046154910871
hyb-pixel,0.75,RandomForest,0.35750000000000004,0.34611004417129065,0.04415071636974818,0.02207046154910871
hyb-pixel,0.75,SVM,0.3625,0.35045466707355255,0.04415071636974818,0.02207046154910871
hyb-pixel,1.0,LogReg,0.29500000000000004,0.27412768844502594,0.053909658989843116,0.02656174911555008
hyb-pixel,1.0,RandomForest,0.25,0.23989175862052425,0.053909658989843116,0.02656174911555008
hyb-pixel,1.0,SVM,0.31249999999999994,0.3007805015761672,0.053909658989843116,0.02656174911555008
baseline-rgb,nan,LogReg,0.1975,0.1765804195520308,0.02720263208169542,0.29713544365842975
baseline-rgb,nan,RandomForest,0.21000000000000002,0.1994933348235946,0.02720263208169542,0.29713544365842975
baseline-rgb,nan,SVM,0.195,0.17317093428026933,0.02720263208169542,0.29713544365842975
baseline-hog,nan,LogReg,0.36249999999999993,0.35675575834554163,0.07150437781905014,0.02490744314396236
baseline-hog,nan,RandomForest,0.365,0.34968335929785654,0.07150437781905014,0.02490744314396236
baseline-hog,nan,SVM,0.45499999999999996,0.4577709138575338,0.07150437781905014,0.02490744314396236
